SIZE LAYERS EPOCH_0 EPOCH_1 EPOCH_2 EPOCH_3 EPOCH_4 F_UNTRUNC F_TRUNC F_TRUNC_SIG_TRUNC
25 12 8732 8868 8971 9031 9087 9087 9005 9005
25 13 8594 8836 8895 8957 8975 8975 8960 8960
25 14 7687 7911 9059 9102 9138 9138 9056 9056
25 15 8672 8846 8993 8983 8997 8997 8901 8901
25 16 8806 9042 9103 9120 9154 9154 9038 9038
25 17 8805 8997 9004 9137 9149 9149 9001 9001
25 18 8870 9008 9137 9160 9161 9161 9066 9066
25 19 8786 9010 9109 9155 9191 9191 9028 9028
25 20 8849 9035 9134 9196 9213 9213 9127 9127
26 1 1858 2050 2055 1898 1889 1889 1899 1899
26 2 3010 2962 2968 3034 3051 3051 2969 2969
26 3 5899 6063 6038 6018 5979 5979 5980 5980
26 4 6443 7062 6667 7034 7088 7088 7062 7062
26 5 6168 6355 6419 6404 6339 6339 6503 6503
26 6 7179 7248 7312 7310 7272 7272 7428 7428
26 7 8528 8606 8729 8782 8722 8722 8628 8628
26 8 8483 8744 8804 8847 8894 8894 8801 8801
26 9 8588 8678 8776 8798 8774 8774 8711 8711
26 10 8605 8815 8841 8923 8952 8952 8873 8873
26 11 8711 8887 8925 8949 9056 9056 9009 9009
26 12 8643 8882 9018 9017 9005 9005 8963 8963
26 13 8655 8850 8871 8949 8971 8971 8926 8926
26 14 8689 8883 8978 8933 9057 9057 8913 8913
26 15 8721 8876 9026 8996 9043 9043 8902 8902
26 16 8771 8950 9006 9069 9060 9060 8955 8955
26 17 8830 9002 9043 9116 9113 9113 9043 9043
26 18 8897 8947 9104 9160 9179 9179 9062 9062
26 19 8919 9070 9140 9167 9189 9189 9091 9091
26 20 8771 8969 9005 9096 9156 9156 9018 9018
27 1 1881 1921 2077 2057 2074 2074 2085 2085
27 2 3591 3772 3715 3722 3683 3683 3956 3956
27 3 2929 3043 3027 3096 2961 2961 2934 2934
27 4 5405 5585 5744 6226 6252 6252 6469 6469
27 5 6048 6306 6387 6376 6373 6373 6619 6619
27 6 8332 8484 8489 8539 8545 8545 8491 8491
27 7 8487 8668 8742 8739 8706 8706 8671 8671
27 8 8287 8356 8469 8602 8553 8553 8498 8498
27 9 8664 8776 8762 8879 8861 8861 8800 8800
27 10 8416 8602 8691 8767 8771 8771 8547 8547
27 11 8627 8801 8851 8919 8936 8936 8876 8876
27 12 8672 8794 9004 9034 9045 9045 9002 9002
27 13 8785 8895 9009 9038 9029 9029 8980 8980
27 14 8775 8881 9007 9063 9078 9078 9021 9021
27 15 8772 8976 9026 9103 9089 9089 9030 9030
27 16 8744 8967 9023 9114 9099 9099 9052 9052
27 17 8838 8977 9038 9150 9157 9157 9056 9056
27 18 8789 9035 9089 9173 9153 9153 9089 9089
27 19 8802 9054 9070 9123 9120 9120 9072 9072
27 20 8853 9028 9124 9144 9195 9195 9153 9153
28 1 1876 2091 1873 1960 1934 1934 2180 2180
28 2 1984 1941 1980 1897 1972 1972 2396 2396
28 3 4266 4647 4668 4679 4707 4707 4937 4937
28 4 6279 6295 6354 6258 6226 6226 6341 6341
28 5 7193 7490 7496 7699 8123 8123 8036 8036
28 6 7793 7838 7940 8379 8304 8304 8266 8266
28 7 8428 8517 8577 8673 8645 8645 8668 8668
28 8 8171 8454 8498 8561 8602 8602 8593 8593
28 9 8603 8752 8793 8893 8928 8928 8823 8823
28 10 7722 7895 8653 8827 8819 8819 8739 8739
28 11 8677 8837 8918 8973 9036 9036 8912 8912
28 12 7859 8709 8849 8962 8947 8947 8899 8899
28 13 8776 8955 8875 9058 9104 9104 9063 9063
28 14 8708 8866 8975 9005 9030 9030 8976 8976
28 15 8834 8972 9042 9058 9117 9117 9073 9073
28 16 8769 8963 9014 9027 9144 9144 9050 9050
28 17 8778 8968 9039 9066 9124 9124 9033 9033
28 18 8836 9025 9074 9056 9139 9139 9026 9026
28 19 8714 8953 9026 9105 9115 9115 8961 8961
28 20 7986 8170 8234 8183 8311 8311 8232 8232
