SIZE LAYERS EPOCH_0 EPOCH_1 EPOCH_2 EPOCH_3 EPOCH_4 F_UNTRUNC F_TRUNC F_TRUNC_SIG_TRUNC
6 1 2090 2312 2243 1887 2070 2070 1815 1815
6 2 3697 3810 3854 3965 3778 3778 3397 3397
6 3 4345 4611 4522 4350 4496 4496 4138 4138
6 4 4750 5126 5176 4997 5100 5100 5091 5091
6 5 5367 5351 5469 5485 5457 5457 5310 5310
6 6 5657 5718 5586 5750 5714 5714 5485 5485
6 7 5564 5837 5692 5826 5851 5851 5605 5605
6 8 5573 5874 5850 5929 5957 5957 5680 5680
6 9 5835 5864 5964 6063 6020 6020 5882 5882
6 10 5989 6094 6104 6158 6107 6107 5726 5726
6 11 5862 5970 5940 5925 6051 6051 5759 5759
6 12 6090 6057 6096 5948 6260 6260 5836 5836
6 13 5871 6207 6219 6211 6283 6283 6046 6046
6 14 6013 6293 6222 6149 6263 6263 6049 6049
6 15 6068 6164 6205 6280 6212 6212 6034 6034
6 16 6142 6224 6213 6312 6332 6332 5942 5942
6 17 6061 6137 6228 6229 6337 6337 6092 6092
6 18 6167 6144 6332 6295 6411 6411 5950 5950
6 19 5990 6243 6303 6398 6304 6304 6099 6099
6 20 6053 6286 6238 6336 6374 6374 6020 6020
7 1 2009 2209 2039 2024 2026 2026 1961 1961
7 2 3882 4236 4142 4199 4402 4402 3873 3873
7 3 5180 5289 5358 5331 5343 5343 5245 5245
7 4 5425 5540 5568 5605 5622 5622 5587 5587
7 5 5829 6106 6098 6284 6336 6336 6357 6357
7 6 6273 6706 6708 6683 6731 6731 6200 6200
7 7 6591 6628 6734 6670 6770 6770 6573 6573
7 8 6613 6895 6924 6930 6925 6925 6794 6794
7 9 6798 6887 6902 6975 6950 6950 6613 6613
7 10 6864 6889 6989 6869 6998 6998 6710 6710
7 11 6790 6902 7048 7027 7150 7150 6875 6875
7 12 6918 6914 7033 7112 7109 7109 6872 6872
7 13 7001 7098 7072 7128 7117 7117 6807 6807
7 14 7090 7117 7184 7222 7219 7219 7038 7038
7 15 6863 7090 7080 7168 7143 7143 6572 6572
7 16 6959 7081 7175 7194 7256 7256 7060 7060
7 17 7134 7180 7277 7218 7275 7275 7092 7092
7 18 7023 7280 7212 7305 7276 7276 7032 7032
7 19 6890 7067 7219 7266 7230 7230 6933 6933
7 20 6889 7200 7172 7221 7276 7276 6817 6817
8 1 2016 1971 1910 1836 1983 1983 1947 1947
8 2 2997 4247 4433 4329 4368 4368 3994 3994
8 3 4908 5231 5221 5283 5358 5358 4904 4904
8 4 6136 6409 6379 6155 6441 6441 6312 6312
8 5 6716 6789 6790 6720 6738 6738 6434 6434
8 6 6640 6958 6829 6920 6975 6975 6729 6729
8 7 7006 7065 7090 7142 7122 7122 6936 6936
8 8 7033 7151 7337 7324 7295 7295 7035 7035
8 9 7212 7315 7401 7448 7323 7323 7187 7187
8 10 7415 7421 7494 7468 7523 7523 7352 7352
8 11 7256 7503 7483 7397 7427 7427 7341 7341
8 12 7339 7455 7467 7425 7531 7531 7311 7311
8 13 7467 7530 7629 7503 7644 7644 7356 7356
8 14 7381 7543 7596 7558 7576 7576 7500 7500
8 15 7428 7536 7676 7648 7664 7664 7537 7537
8 16 7448 7594 7694 7790 7717 7717 7327 7327
8 17 7405 7638 7706 7750 7781 7781 7544 7544
8 18 7548 7704 7755 7662 7761 7761 7493 7493
8 19 7433 7726 7794 7820 7874 7874 7707 7707
8 20 7561 7733 7700 7792 7794 7794 7627 7627
9 1 2583 2632 2866 2949 2802 2802 2534 2534
9 2 3104 3399 3542 3650 3658 3658 3756 3756
9 3 4262 4729 4706 5144 5158 5158 4941 4941
9 4 6404 6613 6607 6550 6438 6438 6120 6120
9 5 7208 7386 7330 7471 7498 7498 7157 7157
9 6 6789 7631 7714 7634 7735 7735 7621 7621
9 7 7493 7672 7687 7759 7734 7734 7530 7530
9 8 7782 7806 7866 7849 7937 7937 7746 7746
9 9 7818 7954 7900 7973 8008 8008 7927 7927
9 10 7961 8025 8072 8053 8062 8062 7958 7958
9 11 7938 7942 8117 8043 8075 8075 7897 7897
9 12 7979 7975 8105 8081 8071 8071 7948 7948
9 13 7459 8098 8127 8199 8187 8187 8031 8031
9 14 8062 8139 8152 8253 8240 8240 8043 8043
9 15 8077 8195 8282 8281 8232 8232 8123 8123
9 16 8145 8242 8290 8263 8333 8333 8043 8043
9 17 8091 8228 8305 8335 8370 8370 8131 8131
9 18 8036 8177 8246 8323 8330 8330 8215 8215
9 19 8107 8242 8249 8234 8366 8366 8269 8269
9 20 8128 8245 8348 8343 8407 8407 8111 8111
10 1 2876 2779 2677 2912 2832 2832 2257 2257
10 2 2843 3268 3593 3705 3492 3492 3656 3656
10 3 4616 5068 4814 4663 5155 5155 4427 4427
10 4 6584 6572 6675 6768 6751 6751 6698 6698
10 5 6939 7262 7350 7315 7369 7369 7065 7065
10 6 6913 7076 7209 7307 7505 7505 7282 7282
10 7 7609 7793 7820 7885 7839 7839 7577 7577
10 8 7872 7988 7957 7996 7997 7997 7814 7814
10 9 7672 7923 7936 8072 8028 8028 7749 7749
10 10 7855 8014 8066 8178 8162 8162 7856 7856
10 11 8056 8178 8215 8223 8289 8289 7999 7999
10 12 7859 8207 8303 8266 8356 8356 8156 8156
10 13 8045 8217 8232 8262 8322 8322 8124 8124
10 14 8139 8284 8300 8408 8437 8437 8303 8303
10 15 7922 8203 8334 8346 8401 8401 8175 8175
10 16 8220 8380 8400 8490 8505 8505 8349 8349
10 17 8045 8294 8338 8459 8323 8323 8085 8085
10 18 8144 8291 8278 8404 8318 8318 8115 8115
10 19 8102 8401 8474 8490 8609 8609 8414 8414
10 20 7660 7817 7899 7861 7928 7928 7519 7519
11 1 1134 2089 2085 2073 2068 2068 2048 2048
11 2 4016 4408 4827 4603 4851 4851 4249 4249
11 3 6026 6195 6265 6400 6342 6342 6217 6217
11 4 4630 6917 7182 7139 7080 7080 6812 6812
11 5 7205 7415 7527 7604 7622 7622 7501 7501
11 6 7252 7255 7309 7320 7349 7349 7198 7198
11 7 7675 7904 7915 8046 8156 8156 8036 8036
11 8 8091 7986 7928 8179 8238 8238 8126 8126
11 9 8073 8237 8297 8326 8311 8311 8199 8199
11 10 8254 8352 8328 8421 8461 8461 8328 8328
11 11 8298 8461 8524 8464 8526 8526 8438 8438
11 12 8365 8458 8413 8483 8518 8518 8393 8393
11 13 8373 8431 8432 8489 8565 8565 8324 8324
11 14 8368 8480 8394 8542 8580 8580 8351 8351
11 15 8367 8473 8490 8557 8550 8550 8472 8472
11 16 8373 8539 8542 8623 8622 8622 8474 8474
11 17 8447 8604 8650 8701 8692 8692 8526 8526
11 18 8296 8638 8689 8663 8673 8673 8495 8495
11 19 8493 8614 8624 8740 8706 8706 8562 8562
11 20 8566 8710 8731 8816 8794 8794 8622 8622
12 1 2395 3000 3115 3045 2864 2864 2567 2567
12 2 3679 3633 3665 3432 3635 3635 3446 3446
12 3 1980 2942 2837 2926 2749 2749 3027 3027
12 4 6951 7061 6936 7090 6939 6939 6657 6657
12 5 6496 6720 6739 6544 6787 6787 6267 6267
12 6 7799 7937 7948 7995 8065 8065 7948 7948
12 7 8189 8309 8333 8427 8420 8420 8233 8233
12 8 8180 8290 8418 8410 8356 8356 8135 8135
12 9 8453 8544 8591 8561 8617 8617 8474 8474
12 10 8441 8549 8515 8595 8451 8451 8093 8093
12 11 8505 8606 8646 8670 8695 8695 8465 8465
12 12 8530 8598 8644 8710 8744 8744 8618 8618
12 13 8551 8610 8667 8725 8742 8742 8444 8444
12 14 8581 8727 8722 8810 8776 8776 8582 8582
12 15 8503 8590 8660 8711 8731 8731 8572 8572
12 16 8573 8778 8732 8852 8857 8857 8661 8661
12 17 7658 7858 7921 7922 7934 7934 7848 7848
12 18 8631 8738 8788 8787 8859 8859 8593 8593
12 19 8720 8807 8819 8866 8875 8875 8652 8652
12 20 8559 8784 8731 8802 8827 8827 8610 8610
13 1 1932 1958 1935 1885 2114 2114 1930 1930
13 2 3210 3427 3618 3743 3451 3451 3089 3089
13 3 5313 5933 6090 6015 5910 5910 5669 5669
13 4 6542 6826 6819 6782 6797 6797 6673 6673
13 5 7721 7857 7848 7916 7879 7879 7667 7667
13 6 7842 7923 7978 8083 8124 8124 8042 8042
13 7 7560 8100 8163 8172 8192 8192 8187 8187
13 8 8353 8433 8455 8512 8501 8501 8208 8208
13 9 8525 8599 8596 8578 8629 8629 8575 8575
13 10 8413 8601 8657 8763 8764 8764 8591 8591
13 11 8661 8749 8751 8789 8813 8813 8672 8672
13 12 8609 8740 8773 8786 8857 8857 8685 8685
13 13 8654 8818 8806 8876 8871 8871 8642 8642
13 14 8588 8702 8792 8836 8892 8892 8500 8500
13 15 8615 8693 8790 8830 8878 8878 8720 8720
13 16 8725 8850 8922 8832 8963 8963 8823 8823
13 17 8547 8823 8842 8955 8956 8956 8697 8697
13 18 8782 8874 8939 8958 8926 8926 8591 8591
13 19 8737 8912 8958 8990 9037 9037 8929 8929
13 20 8718 8878 8948 8977 8977 8977 8883 8883
14 1 2107 2076 2096 2078 2089 2089 2078 2078
14 2 4241 4557 4596 4424 4491 4491 3872 3872
14 3 5704 5951 6328 6610 6578 6578 5895 5895
14 4 5578 5869 6222 6200 6019 6019 6180 6180
14 5 6111 6129 6208 6197 6199 6199 5940 5940
14 6 8032 8095 8053 8253 8327 8327 8064 8064
14 7 8137 8170 8285 8324 8233 8233 8184 8184
14 8 8543 8697 8708 8754 8752 8752 8610 8610
14 9 8403 8527 8633 8682 8638 8638 8636 8636
14 10 8582 8634 8662 8712 8758 8758 8651 8651
14 11 8637 8730 8809 8787 8870 8870 8722 8722
14 12 8487 8715 8785 8772 8815 8815 8641 8641
14 13 8616 8812 8889 8932 8879 8879 8796 8796
14 14 8685 8879 8882 8883 8940 8940 8765 8765
14 15 8740 8875 8981 8940 8997 8997 8861 8861
14 16 8592 8806 8890 8954 8954 8954 8791 8791
14 17 8755 8892 8981 8987 9053 9053 8903 8903
14 18 8725 8873 8961 9011 9030 9030 8871 8871
14 19 8797 8947 8930 9090 9101 9101 8905 8905
14 20 8737 8844 8944 9035 9059 9059 8863 8863
15 1 1951 1896 1722 1920 2025 2025 2000 2000
15 2 4010 4331 4107 4224 4253 4253 3633 3633
15 3 5600 5984 6023 6032 6109 6109 5826 5826
15 4 5952 6425 6293 6613 6490 6490 6158 6158
15 5 8020 8144 8084 8142 8104 8104 7980 7980
15 6 8137 8328 8334 8457 8464 8464 8418 8418
15 7 8324 8261 8300 8386 8332 8332 8252 8252
15 8 8330 8357 8555 8673 8676 8676 8636 8636
15 9 8564 8602 8625 8696 8714 8714 8552 8552
15 10 8617 8723 8759 8814 8838 8838 8762 8762
15 11 8610 8759 8801 8874 8793 8793 8592 8592
15 12 8546 8721 8756 8815 8813 8813 8615 8615
15 13 8632 8764 8880 8915 8906 8906 8748 8748
15 14 8760 8882 8882 8940 8917 8917 8735 8735
15 15 8909 9044 9094 9128 9157 9157 9105 9105
15 16 8769 8917 9024 9031 9074 9074 8894 8894
15 17 8861 8990 8998 9053 9098 9098 8967 8967
15 18 8817 8956 9049 9045 9088 9088 8913 8913
15 19 8767 9025 9086 9151 9211 9211 8992 8992
15 20 8719 8978 9061 9065 9129 9129 9004 9004
16 1 958 958 1135 982 974 974 1135 1135
16 2 3583 3906 3828 3709 3801 3801 3615 3615
16 3 4664 4880 4831 5143 5046 5046 4912 4912
16 4 6061 6132 6133 6186 6408 6408 6295 6295
16 5 7554 7691 7724 7660 7747 7747 7599 7599
16 6 8030 8222 8131 8266 8159 8159 7918 7918
16 7 8212 8472 8650 8691 8706 8706 8619 8619
16 8 8552 8670 8852 8734 8874 8874 8673 8673
16 9 8438 8618 8652 8654 8685 8685 8627 8627
16 10 8619 8764 8734 8849 8875 8875 8659 8659
16 11 8564 8720 8753 8795 8811 8811 8688 8688
16 12 8768 8850 8926 8948 8965 8965 8734 8734
16 13 8702 8880 8921 8951 8932 8932 8825 8825
16 14 8895 9023 9020 9022 9083 9083 9023 9023
16 15 8835 8990 9076 9102 9117 9117 8957 8957
16 16 8789 8980 9078 9032 9074 9074 8996 8996
16 17 8880 8974 9079 9080 9101 9101 8981 8981
16 18 8843 8949 9046 9091 9062 9062 8905 8905
16 19 8830 9013 9075 9111 9106 9106 9032 9032
16 20 8877 9051 9082 9149 9142 9142 9068 9068
17 1 2022 3010 2983 2739 2381 2381 1550 1550
17 2 3004 3037 2983 3019 3020 3020 3639 3639
17 3 3758 3799 3876 3747 3756 3756 3683 3683
17 4 5411 6843 6976 6983 6893 6893 6721 6721
17 5 6173 6880 6956 7396 7379 7379 7308 7308
17 6 8149 8264 8297 8311 8367 8367 8304 8304
17 7 8063 8306 8189 8347 8477 8477 8309 8309
17 8 8548 8643 8780 8777 8796 8796 8654 8654
17 9 8639 8800 8826 8767 8828 8828 8650 8650
17 10 8741 8796 8805 8862 8869 8869 8705 8705
17 11 8732 8799 8848 8839 8865 8865 8844 8844
17 12 8758 8799 8867 8891 8985 8985 8905 8905
17 13 8769 8991 8937 9055 9080 9080 8960 8960
17 14 8830 8969 9022 9109 9100 9100 8977 8977
17 15 8805 8940 9000 8987 9080 9080 8888 8888
17 16 8825 8896 8967 9047 9093 9093 8938 8938
17 17 8780 8924 9027 9073 9081 9081 8923 8923
17 18 8796 8963 9052 9125 9078 9078 8970 8970
17 19 8914 9039 9076 9068 9108 9108 8962 8962
17 20 8905 9062 9089 9156 9159 9159 9034 9034
18 1 2094 2046 2108 2086 2091 2091 2628 2628
18 2 2061 1987 2109 2124 2043 2043 2199 2199
18 3 5224 5534 5561 6539 6561 6561 6489 6489
18 4 6845 7554 7571 7616 7605 7605 7643 7643
18 5 6432 6797 7371 7377 7409 7409 7368 7368
18 6 8103 8211 8339 8374 8456 8456 8335 8335
18 7 8300 8413 8423 8556 8514 8514 8496 8496
18 8 8533 8737 8728 8750 8718 8718 8650 8650
18 9 8616 8710 8829 8807 8833 8833 8712 8712
18 10 8715 8805 8849 8888 8929 8929 8727 8727
18 11 8632 8797 8898 8983 9015 9015 8917 8917
18 12 8595 8755 8917 8940 8995 8995 8922 8922
18 13 8740 8863 8891 8996 8984 8984 8836 8836
18 14 8753 8911 9022 9008 9012 9012 8807 8807
18 15 8778 8917 8961 9057 9094 9094 8951 8951
18 16 8755 8972 9001 8996 9055 9055 8904 8904
18 17 8782 8969 9019 9047 9054 9054 9017 9017
18 18 8874 9001 9060 9086 9118 9118 9060 9060
18 19 8903 9024 9054 9038 9134 9134 8970 8970
18 20 8882 8956 9073 9090 9113 9113 9012 9012
19 1 2064 2062 2076 2101 2051 2051 2625 2625
19 2 3004 2887 3024 2837 2986 2986 2972 2972
19 3 4734 4600 4896 4815 4658 4658 4504 4504
19 4 6206 6280 5824 6273 6322 6322 6090 6090
19 5 5647 6736 6940 6773 6780 6780 6681 6681
19 6 8419 8321 8534 8526 8514 8514 8424 8424
19 7 8508 8613 8643 8674 8742 8742 8692 8692
19 8 8150 8478 8604 8543 8737 8737 8524 8524
19 9 8545 8704 8742 8808 8821 8821 8769 8769
19 10 8690 8875 8832 8909 8961 8961 8856 8856
19 11 8725 8840 8973 8985 8973 8973 8821 8821
19 12 8768 8877 8889 8979 9058 9058 8912 8912
19 13 8798 8932 8961 8992 9025 9025 8911 8911
19 14 8740 8947 9030 8991 9033 9033 9035 9035
19 15 8715 8925 9004 8994 9104 9104 8972 8972
19 16 8877 9034 9125 9155 9184 9184 9030 9030
19 17 8835 8958 9062 9112 9107 9107 8929 8929
19 18 8784 9055 9087 9075 9098 9098 9021 9021
19 19 8763 9045 9131 9127 9152 9152 9014 9014
19 20 8776 9045 9067 9098 9173 9173 9064 9064
20 1 2109 2063 2085 2065 2112 2112 2644 2644
20 2 2918 3037 2976 3075 2909 2909 3037 3037
20 3 3669 3838 3741 3594 3793 3793 4117 4117
20 4 6758 6753 6721 6763 6769 6769 6687 6687
20 5 7700 8029 8356 8434 8400 8400 8295 8295
20 6 7329 7729 7975 8257 8231 8231 8144 8144
20 7 7696 8090 8163 8171 8197 8197 8178 8178
20 8 7691 8456 8628 8581 8607 8607 8344 8344
20 9 8551 8681 8820 8780 8861 8861 8760 8760
20 10 8482 8729 8757 8820 8892 8892 8865 8865
20 11 8626 8792 8881 8968 8975 8975 8877 8877
20 12 8776 8887 9018 8991 9004 9004 8891 8891
20 13 8712 8865 8927 8897 8979 8979 8930 8930
20 14 8723 8867 8964 9013 9065 9065 8913 8913
20 15 8835 8969 9022 9078 9094 9094 8901 8901
20 16 8843 8965 9102 9089 9122 9122 9043 9043
20 17 8905 8998 9126 9027 9148 9148 8992 8992
20 18 8822 8999 9048 9096 9168 9168 9045 9045
20 19 7205 7344 7409 8319 8335 8335 8280 8280
20 20 8824 9014 9058 9095 9138 9138 9041 9041
21 1 1999 2063 2046 1961 2093 2093 2073 2073
21 2 2966 3254 3455 3805 3866 3866 4053 4053
21 3 3899 3519 3813 3496 3601 3601 3652 3652
21 4 5460 5640 5880 5847 5803 5803 5782 5782
21 5 6031 6879 7455 7292 7572 7572 7544 7544
21 6 7270 8133 8289 8209 8434 8434 8332 8332
21 7 8442 8647 8717 8682 8736 8736 8730 8730
21 8 8465 8656 8749 8727 8739 8739 8688 8688
21 9 8636 8724 8815 8817 8898 8898 8791 8791
21 10 8567 8754 8751 8853 8782 8782 8712 8712
21 11 8485 8786 8892 8926 8930 8930 8617 8617
21 12 8781 8921 8983 8988 9053 9053 8926 8926
21 13 8769 8958 8951 8936 9017 9017 8911 8911
21 14 8743 8910 9016 9064 9072 9072 8984 8984
21 15 8783 9012 9027 9102 9134 9134 9059 9059
21 16 8750 8988 9044 9065 9102 9102 8998 8998
21 17 8815 9040 9062 9144 9176 9176 9085 9085
21 18 8776 8963 9076 9045 9126 9126 8928 8928
21 19 8799 9005 9065 9136 9175 9175 9108 9108
21 20 8785 9040 9107 9168 9191 9191 9103 9103
22 1 1885 1881 1885 1877 1854 1854 1976 1976
22 2 2947 3033 2982 3107 3121 3121 3007 3007
22 3 3746 3996 3798 4010 4163 4163 3896 3896
22 4 7124 7364 7415 7531 7411 7411 7297 7297
22 5 7017 7898 7923 8036 8089 8089 7990 7990
22 6 8084 8189 8128 8254 8360 8360 8294 8294
22 7 8243 8546 8615 8644 8718 8718 8619 8619
22 8 8608 8786 8813 8840 8889 8889 8710 8710
22 9 8590 8740 8818 8818 8862 8862 8799 8799
22 10 8716 8823 8884 8948 8937 8937 8762 8762
22 11 8706 8909 8995 9024 9009 9009 8930 8930
22 12 8601 8720 8822 8950 8986 8986 8888 8888
22 13 7644 7784 8963 8999 9010 9010 8809 8809
22 14 8727 8890 8982 9027 9065 9065 8946 8946
22 15 8823 8976 9016 9114 9067 9067 8925 8925
22 16 8769 8935 9072 9027 9103 9103 9028 9028
22 17 8837 8953 9097 9086 9155 9155 9090 9090
22 18 8782 8951 9083 9120 9152 9152 9125 9125
22 19 8861 9040 9065 9061 9114 9114 9009 9009
22 20 7998 8147 9140 9146 9224 9224 9082 9082
23 1 2119 1902 2151 1979 2168 2168 1903 1903
23 2 2919 2943 2951 2933 3021 3021 2953 2953
23 3 3932 3932 3935 4839 4776 4776 4687 4687
23 4 5240 5281 5889 6106 5941 5941 5861 5861
23 5 7192 7495 7510 7510 7543 7543 7501 7501
23 6 7785 8022 8255 8248 8462 8462 8441 8441
23 7 8295 8398 8466 8478 8599 8599 8489 8489
23 8 7336 8585 8535 8693 8789 8789 8601 8601
23 9 8449 8695 8798 8774 8873 8873 8833 8833
23 10 8601 8783 8825 8880 8983 8983 8879 8879
23 11 8674 8848 8887 8919 8951 8951 8918 8918
23 12 8633 8855 8955 9011 9020 9020 8983 8983
23 13 8786 8908 8957 8978 9045 9045 8951 8951
23 14 8823 8996 8993 9063 9081 9081 8865 8865
23 15 8806 8979 9040 9132 9095 9095 8984 8984
23 16 8771 8974 9010 8986 9045 9045 9012 9012
23 17 8768 8997 9025 9034 9062 9062 8953 8953
23 18 8836 8978 9024 9039 9135 9135 9017 9017
23 19 8755 8990 9028 9123 9160 9160 9109 9109
23 20 8837 9062 9117 9135 9173 9173 9020 9020
24 1 2098 2115 2093 2107 2143 2143 1805 1805
24 2 2967 3046 3116 3648 3865 3865 3673 3673
24 3 3563 3824 3631 3743 3828 3828 3802 3802
24 4 5870 5966 6072 6093 6333 6333 6242 6242
24 5 5406 5351 5688 7106 7260 7260 7227 7227
24 6 7326 7511 8215 8250 8006 8006 7876 7876
24 7 7793 8188 8250 8200 8239 8239 8191 8191
24 8 8539 8600 8727 8739 8807 8807 8778 8778
24 9 8572 8816 8859 8882 8856 8856 8803 8803
24 10 8513 8717 8748 8802 8861 8861 8817 8817
24 11 8703 8885 8973 8972 8993 8993 8924 8924
24 12 8659 8799 8966 8995 8986 8986 8926 8926
24 13 8734 8912 8915 9046 9010 9010 8919 8919
24 14 8841 8914 9003 9027 9053 9053 8965 8965
24 15 8785 8963 9109 9128 9175 9175 9000 9000
24 16 8731 8934 9011 9063 9107 9107 9040 9040
24 17 8765 8933 9046 9038 9081 9081 9040 9040
24 18 8852 9046 9134 9154 9215 9215 9068 9068
24 19 8806 9066 9135 9161 9188 9188 9049 9049
24 20 8844 9046 9152 9208 9207 9207 9104 9104
25 1 1849 1964 1910 2064 1888 1888 2475 2475
25 2 3007 3021 2920 3049 3034 3034 3014 3014
25 3 4666 4762 4833 4595 4769 4769 4896 4896
25 4 3605 5143 5004 5380 5232 5232 5328 5328
25 5 7659 7869 7920 7965 7958 7958 7877 7877
25 6 5598 5670 5488 5785 6107 6107 6128 6128
25 7 8402 8642 8673 8741 8825 8825 8737 8737
25 8 8684 8800 8914 8883 8899 8899 8827 8827
25 9 8600 8803 8917 8899 8957 8957 8814 8814
25 10 8683 8897 8876 8944 8974 8974 8939 8939
25 11 8563 8763 8886 8903 8963 8963 8791 8791
25 12 8521 8833 8926 8917 8941 8941 8927 8927
25 13 8660 8904 9009 9023 9044 9044 8924 8924
25 14 8684 8930 8948 9018 9020 9020 8952 8952
